Sample	LOR002C	LOR003C	LOR005C	LOR006C	LOR007C	LOR008C	LOR011C	LOR012C	LOR013C	LOR014C	LOR015C	LOR016C	LOR017C	LOR018C	LOR019C	LOR020C	LOR021C	LOR022C	LOR023C	LOR024C	LOR025C	LOR026C	LOR027C	LOR028C	LOR029C	LOR030C	LOR033C	LOR034C	LOR036C	LOR037C	LOR042C	LOR046C	LOR051C	LOR054C	LOR055C	LOR058C	LOR060C	LOR061C	LOR062C	LOR063C	LOR065C	LOR070C	LOR072C	LOR074C	LOR076C	LOR078C	LOR081C	LOR082C	LOR083C	LOR084C	LOR085C	LOR086C	LOR090C	LOR091C	LOR098C	LOR101C	LOR102C	LOR103C	LOR202C	LOR203C	LOR204C	LOR206C	LOR207C	LOR208C	LOR210C	LOR211C	LOR212C	LOR214C	LOR215C	LOR216C	LOR217C	LOR218C	LOR219C	LOR220C	LOR221C	LOR222C	LOR223C	LOR224C	LOR225C	LOR226C	LOR227C	LOR228C	LOR229C	LOR230C	LOR231C	LOR233C	LOR234C	LOR235C	LOR237C	LOR238C	LOR239C	LOR240C	LOR241C	LOR242C	LOR243C	LOR246C	LOR248C	LOR249C	LOR254C	LOR258C	LOR259C	LOR260C	LOR262C	LOR264C	LOR269C	LOR270C	LOR272C	LOR274C	LOR275C	LOR279C	LOR281C	LOR282C	LOR283C	LOR284C	LOR287C	LOR288C	LOR289C	LOR294C	LOR295C	LOR300C	LOR301C	LOR303C
Brevundimonas_diminuta	0.1092013	0.1502158	0.0396537	0.0753052	0.0262586	0.052066	0.425993	0	0.0768233	0.1190334	2.2044646	0.417307	0.0419293	0.672109	0.0708639	0.0449388	0.6473022	3.5647133	0.3162685	0.0233296	0.1766784	0.2434538	0.0162663	0.1157854	0.0800686	0.00974	0.1100217	0.683077	0.0619118	0.0618693	0.386509	0.0517139	0.301596	4.8756899	0.0657385	0.0575871	0.0569676	0.1325888	0.0367794	0.0509536	0.0637166	0.0202076	0.0270448	4.9031758	0.2061479	0.0648725	0.0124735	0.1730937	0.2048679	0.0822177	0.1080562	0.212961	1.5648045	0.1571092	0.1426534	0.0125325	0.00266	0.0942934	0.1343257	0.014101	0.0166058	0.7467839	0.0687827	1.7582907	0.1904525	0.1363912	0.2222964	0.1765298	0.007	0.018034	0.00208	0.0111401	0.022277	0.0629985	0.1649776	0.4269048	0.0679204	0.00114	0.0153618	0.0680573	0.0153056	0.00484	0.0253177	0.0332631	0.0313884	0.00516	0.2434167	0.0221724	0.144997	0.0265643	0.0455996	0.0062	0.0176656	0.1490047	0.7638662	0.0045	0.0850808	0.00103	0.00341	0.1870233	0.00512	0.304488	0.2084772	0.2749906	0.0330066	0.00243	0.7348117	0.0123919	0.00816	0.0145927	1.891746	0.010033	0.0648037	0.1284903	0.0345249	0.0442236	0.010609	0.0700818	0.3528613	0.0119435	0.02626	0.0494757
Brevundimonas_vesicularis	0.0556927	0.118807	0.0550746	0.0657595	0.047743	0.0121857	0.4992936	0.0174846	0.0239006	0.1690275	0.4734564	0.0972776	0.044821	0.5769431	0.0752929	0.0842602	2.7182597	0.488875	0.2378442	0.055991	0.2355713	0.1352521	0.0406658	0.0889366	0.1201029	0.00866	0.1262013	0.7752025	0.0412746	0.0426685	0.1058298	0.1329787	0.1452944	0.1229961	0.0903904	0.022395	0.0482033	0.0101991	0.0239866	0.0200175	0.1003536	0.0276525	0.0244691	0.3872967	0.3287929	0.0157267	0.0171511	0.2173432	0.2048679	0.044987	0.1820947	0.2507009	1.0282199	0.1867281	0.2527002	0.0094	0.00266	0.1175606	0.0440412	0.0151857	0.00221	0.8503525	0.0671051	0.9403517	0.0933591	0.0404122	0.2476359	0.7308663	0.007	0.0228431	0.00623	0.0383716	0.1249985	0.0978727	0.0913269	0.6778335	0.00566	0.00572	0.0204824	0.0723784	0.0382639	0.00646	0.0286934	0.0443508	0.017438	0.053293	0.3057796	0.00391	0.1021283	0.0236128	0.0706794	0.00868	0.0176656	0.2256057	1.37786	0.0045	0.1101046	0.00206	0.0204543	0.1943371	0.0153527	0.5021938	0.2005099	1.2731433	0.0407081	0.0145564	2.6002712	0.0173486	0.0102039	0.0331653	2.9376581	0.0412468	0.0746225	1.2611484	0.0504594	0.0208111	0.010609	0.1201402	0.3822665	0.0238871	0.0303	0.1365959
Actinomyces_oris	0.2697272	0.5448735	0.1784416	0.3606164	0.0405815	0.0686828	0.2050291	0.0972582	0.1758399	0.1261755	0.0964052	0.8952362	0.0838587	0.133827	0.5658038	0.3314234	0.1454382	0.0799123	0.2584145	0.1073162	0.1046983	0.1082017	1.0003795	0.1476684	2.2047469	0.0487076	0.5274569	0.0471862	0.6356282	0.0469353	0.2254636	0.1699173	0.2487617	0.148226	0.1150424	0.0335925	0.6441718	1.4304291	0.2318702	0.4713204	0.1369907	0.0202076	0.403096	0.0883036	0.1683106	0.0609408	0.074841	0.1119252	0.1742906	0.1349611	0.2681394	0.3827906	0.3567867	0.0952957	0.2282454	0.00731	0.6305875	0.6796473	0.0429402	0.0314561	0.3055463	1.6389272	0.89082	0.1446695	0.0946038	0.1363912	0.2130821	0.0494943	0.0279994	0.1142156	0.0363542	0.0334204	0.0680685	0.379116	0.4684186	0.1433879	1.1843613	0.1211747	0.4198884	0.5152913	0.1344703	0.1211103	0.1519064	0.3233914	0.1900743	0.0292252	0.2172645	0.0313022	0.5749445	0.1254427	0.7774738	0.0918046	0.0782334	0.2119644	0.0265903	0.4215042	1.1035484	0.0237175	0.0124999	0.1525441	0.0447788	0.1977058	0.1752802	0.1385449	0.0759151	0.1722507	0.0765429	0.0817864	0.1010183	0.2215442	0.0868065	0.255284	0.7403334	0.1554841	2.2786424	0.0416222	0.0610015	0.0567329	0.5926261	0.1910966	0.5171195	0.5194945
Corynebacterium_jeikeium	0.1463297	0.1666029	0.0341462	0.081669	0.0190972	0.0243713	0.0318698	0.0371548	0.1382819	0.1285561	0.686619	0.0310161	0.0375918	0.0594787	0.0697566	0.1048571	0.0450653	0.1065497	0.1272788	0.0653229	0.1046983	0.0189353	0.0298216	0.0268488	1.7128968	0.0616963	0.0582468	0.1101012	0.0577844	0.0640027	0.0736208	0.1218972	0.0990644	0.1629435	0.8440354	0.0287936	0.5872042	0.0484459	0.0671624	0.1474014	0.2182293	0.0308432	0.0566653	0.0867545	0.0260947	0.0491458	0.0233878	0.0702786	0.6696429	0.0713588	0.1220635	0.129394	0.0955177	0.01159	0.0285307	0.00522	0.0212857	0.0293902	0.0154144	0.0444724	0.021034	1.204666	0.0503288	0.3839306	3.9920334	0.191958	0.3501457	0.0643426	0.0104998	0.7273733	0.0103869	0.0371338	0.091583	0.1451216	0.1914919	1.7076191	0.0495253	0.02172	0.1553246	0.4375115	0.0448234	0.0113036	0.0793289	0.2698008	0.08719	0.6085716	0.0442576	0.0104341	0.0970849	0.6050767	0.0478796	0.0384587	0.0277603	3.3148302	0.1111957	0.4110041	0.0250238	0.00516	0.00341	0.7282416	0.0550139	0.266427	0.055771	0.108107	0.0264053	0.0169825	0.072169	0.1883566	2.4081141	0.065004	0.1090374	0.020066	0.9995483	0.047509	0.8100069	0.0234125	0.0132612	0.0967796	0.8685818	0.00869	0.0605999	0.1150847
Brevundimonas_sp._GW460-12-10-14-LB2	0.0294844	0.1406566	0.0870178	0.1134881	0.064453	0.00665	0.4907949	0.00656	0.0409724	0.2261636	0.5013068	0.1127857	0.0274709	0.6468305	0.0952233	0.1441786	3.1934942	0.5640865	0.2815561	0.0279955	0.3010077	0.1406622	0.0406658	0.0906147	0.1029454	0.00649	0.1132576	0.7853138	0.0577844	0.0405351	0.1196337	0.1883865	0.1452944	0.1240473	0.1044773	0.0239946	0.0613497	0.0101991	0.0127928	0.0309361	0.1130969	0.0233983	0.016742	0.4941905	0.3705443	0.0157267	0.0171511	0.2173432	0.2293297	0.0496409	0.2041061	0.2533966	1.1462123	0.1519581	0.3016099	0.00627	0.00266	0.0918442	0.0495464	0.014101	0.00443	0.9466531	0.0922695	1.3632317	0.0858903	0.1010305	0.2764308	0.777061	0.0035	0.0216409	0.00312	0.0396094	0.1361369	0.1102474	0.1119491	0.6647983	0.0212251	0.00572	0.0187755	0.0821009	0.0327976	0.00807	0.0320691	0.0498947	0.0296446	0.0601695	0.4224587	0.00522	0.0958241	0.0265643	0.0911993	0.00868	0.015142	0.2633816	1.4419184	0.009	0.1426355	0.00206	0.0261361	0.2058301	0.0140733	0.5910028	0.2456578	1.3340191	0.0286057	0.00728	3.1316975	0.019827	0.0173466	0.0291855	2.9863544	0.0423615	0.07855	1.3421297	0.0451479	0.0312167	0.0053	0.1067913	0.4365528	0.0141151	0.04444	0.1408981
Brevundimonas_sp._DS20	0.00655	0.2157645	0.0308418	0.0403042	0.056098	0.0697906	0.6713905	0.00874	0.0478011	0.2237829	0.5677193	0.1057366	0.0303626	1.164295	0.0675421	0.0430663	0.5325904	0.8179254	0.1581343	0.0466592	0.1963094	0.0703311	0.0542211	0.135922	0.0686303	0.00541	0.1164935	1.6065791	0.0742942	0.0874704	0.1426402	0.0627955	0.1915245	0.1934297	0.0269997	0.0255943	0.0438212	0.0599199	0.0223875	0.0309361	0.036637	0.0244618	0.0218934	0.64756	0.1461302	0.0176925	0.00936	0.313651	0.2660225	0.055846	0.1880978	0.3019193	1.3850065	0.2717216	0.2934583	0.00836	0.00133	0.1396032	0.0242227	0.0130163	0.00332	1.222836	0.0654275	2.6263076	0.0497915	0.0757729	0.185439	0.5724845	0.0035	0.0168318	0.00312	0.0272314	0.0519796	0.1338718	0.0854348	0.811445	0.00708	0.00457	0.0170686	0.1253119	0.0229583	0.00323	0.0320691	0.0258713	0.0209256	0.0103148	0.4989036	0.00522	0.1273452	0.0191854	0.0889193	0.00496	0.00505	0.1227715	0.3843504	0.0045	0.2101997	0.00103	0.00909	0.3416571	0.0064	0.8151398	0.3452488	1.0821193	0.0396079	0.00485	1.7495517	0.0173486	0.0173466	0.0106129	3.7263267	0.0144921	0.1119337	0.2170298	0.0185903	0.0104056	0.0053	0.1501752	0.2963131	0.00869	0.02222	0.0516268
Paracoccus_contaminans	0.1998384	0.0587207	0.0275373	0.5154694	0.0393879	0.130719	0.1189806	0.0262269	0.148525	0.042852	0.08248	0.9798255	0.0375918	0.0208175	0.0874726	0.1198367	0.053259	0.2209339	0.1195649	0.0979843	0.1832221	0.0189353	0.0216884	0.9296394	0.2973978	0.1006624	0.1698864	0.0483097	0.1816081	0.3434813	0.2116597	0.0369385	0.0946615	0.6759527	0.04813	1.8507854	0.0744961	0.0560953	0.0751579	0.0218372	0.149734	0.4360589	0.0412111	0.7157242	0.1696154	0.0176925	0.166833	0.045551	0.1100783	0.3366272	0.0400208	0.1266983	0.5113006	0.1236269	0.0692888	0.0125325	0.2208387	2.0438403	0.00551	0.014101	0.00554	0.1598953	0.026842	0.4006232	0.034854	0.1262881	0.2798862	0.0066	0.0035	0.0168318	0.00727	0.0136157	0.0160889	0.0742482	0.0353523	0.4594929	0.0127351	0.00343	0.0529128	0.1858073	0.00109	0.016148	0.0303813	0.0960934	0.0104628	0.00344	0.2494518	0.00391	0.0453904	0.0664109	0.0159599	0.2133836	0.0100946	0.0839463	0.1607503	0.0015	0.0100095	0	0.00114	0.1786647	0.00384	2.1187292	0.7595475	0.0063	0.0099	0.00728	0.5882868	0.1189621	0.1714251	0.0252056	0.0476377	0.0925265	0.04713	0.0766623	0.0239018	0.0039	0.010609	0.0100117	1.1762045	0.00326	0.0101	0.1312181
Dietzia_timorensis	0.0535086	0.020484	0.0187254	0.0562137	0.00239	0.0188324	0.0201842	0.0349692	0.0290221	0.0166647	0.0471314	0.00846	0.0506044	0.00446	0.0365392	0.0262143	0.00205	0.017236	0.3201255	0.0186637	0.0261746	0.00541	0.00813	0.0218146	0.077209	0.00649	0.0226515	0.0292105	0.0639756	0.0725364	0.0184052	0.0627955	0.270776	0.0672799	0.0892165	0.0159964	0.0306748	0.0101991	0.015991	0.00546	0.2516805	0.0116991	0.00644	0.0929512	0.0169615	0.00786	0.0374205	0.045551	0.0214041	0.536742	0.0160083	0.0997412	0.0337121	0.00773	0.00815	0.00104	0.00266	0.047759	0.00881	0.0238632	0.021034	0.0526928	0.0218092	0.0166926	0.2265513	0.106082	8.8262056	0.0148483	0	0.018034	0.00208	0.0618896	0.00743	0.0168746	0.4595805	0.0847292	0.00566	0.0285789	0.0529128	0.0799404	0.2831529	0.00807	0.0827046	0.2771926	0.0104628	0.00172	0.0442576	0.0013	0.0340428	0.2287485	0.00912	0.0645113	0.00505	0.4711487	0.2115136	0.0135001	0.005	0.00103	0.00227	0.00313	0.0153527	1.5901041	0.0146067	0.0146942	0.0770153	0.0194085	0.0502996	0.0892215	0.1704047	0.0557177	0.0127034	0.0167217	0.06284	0.021595	1.6040792	0.0039	0.00265	0.00334	0.0520244	0.00651	0.0868599	0.8475397
Microbacterium_aurum	0.0589687	0.0477959	0.1784416	0.0784871	0.0202908	0.0443115	0.0318698	0.0273197	0.0768233	0.0309487	0.0524873	0.0606223	0.0433752	1.162808	0.0775074	0.4512602	0.0225327	0.1096835	0.017999	0.0326614	0.0392619	0.0730361	0.0135553	0.0251707	0.1143838	0.00866	0.0517749	0.0224696	0.2270101	0.0405351	0.0368104	0.0295508	0.270776	0.1019711	0.0328693	0.0303932	0.1709027	0.0382468	0.0335812	0.0200175	0.0270796	0.0106356	0.0206055	0.0340821	4.5926622	0.0176925	0.0233878	0.014316	0.0458659	0.027923	0.1420739	0.0566099	0.0182607	0.0154534	0.0122274	0.0114881	0.0159642	0.0661278	0.00881	0.00651	0.00554	0.0726797	0.0318749	0.1780548	0.3759258	0.0656698	0.1359118	0.0099	0	0.0420794	0.0166191	0.0185669	0.0482667	0.0348742	0.1148951	0.1107997	0.0764104	0.00343	0.0392579	0.172844	0.00656	0.0145332	0.0135028	0.0129357	0.0226694	0.0378208	0.0804683	0.00652	0.0970849	0.0265643	0.0706794	4.1026723	0.00252	0.2077671	0.0519719	0.0015	0.0725689	0.00309	0.00455	0.0094	0.0102352	0.0433473	0.0185903	0.00945	0.0154031	0.0218346	0.0328041	0.0297405	0.0714271	0.1074556	0.0656342	0.4113529	0.0294562	1.7815881	0.0318691	0.0091	0.0053	0.0934423	1.2531102	0.0173724	0.02424	0.0172089
Tsukamurella_tyrosinosolvens	0.0666128	0.020484	0.00991	0.0127276	0.0226779	0.0199402	0.0223089	0.00546	0.0170718	0.0119033	0.00643	0.00846	0.00289	0.0178436	0.0409682	0.0355765	0.00205	0.0141022	0.0244272	0.00933	0.0130873	0.00271	0.00813	0.61081	0.0228768	0.00649	0.00809	0.0202227	0.045402	0.00427	0.0092	0.00739	1.0764997	0.0136662	0.0129129	0.0191957	0.0394391	0.00637	0.0064	0.0109186	0.00478	0.00425	0.0270448	0.0093	0.1826627	0.00786	0.1528003	0.0039	0.00917	0.0791152	0.0240125	0.0215657	0.012642	0.00386	0.0122274	0.00104	0.00133	0.0391869	0.00661	0.00325	0.00443	0.0272549	0.00671	0.0389495	0.0323645	0.0505153	1.4097972	0.00495	0.0035	0.0144272	0	0.1114013	0.00743	0.0123747	0.0412444	0.0130353	0.00708	0.00343	0.0307235	0.1642018	0.0153056	0.00323	0.0168785	0.4841631	0.0244132	0.00172	0.014082	0.1799875	0.0138693	0.00885	0.00228	0.00868	0.015142	0.1269688	0.0169211	0.0045	0.0275261	0.00412	0.00341	0.00209	0.00128	10.6644817	0.00797	0.0063	0.0022	0.0097	0.0874776	0.00248	0.0602029	0.0132661	0.0942168	0.0144921	0.0117825	0.017276	0.00531	0.0091	0.00265	0.00667	0.0226193	0.00869	0.03434	0.0430223
Pseudomonas_putida	0.2435189	0.125635	0.7391007	0.0509106	0.0262586	0.0653595	0.1975928	0.077588	0.2458345	0.0452327	0.1253267	0.1832767	0.0910878	0.401481	0.1926612	0.0973673	0.0286779	0.1488562	0.0552827	0.055991	0.0458055	0.0243454	0.0650653	0.102361	0.2087504	0.00866	0.2507847	0.0572976	0.1630345	0.2474772	0.1380389	0.0554078	0.0638415	0.0683311	0.0269997	0.0607864	0.2059597	0.1721105	0.0351803	0.1091862	0.0318583	0.1223092	0.0437868	0.0836561	0.0913314	0.02359	0.0545715	0.0533597	0.1620597	0.0604998	0.1040541	0.7655812	0.2233428	0.0399212	0.0815162	0.0156656	0.00931	0.2375704	0.1420329	0.0130163	0.0265692	0.2071371	0.3372031	0.1780548	0.1804942	0.2576278	0.1785282	0.2260241	0.0139997	0.1803405	0.00935	0.0569384	0.0235146	0.127122	0.5892058	0.1727172	0.6409984	0.0377242	1.1094611	0.0367294	0.0502897	0.2438355	0.3426334	0.2199061	0.1116033	0.0739225	0.096562	0.0391277	0.3416885	0.1623377	0.3465572	0.0831204	0.0378549	0.3976957	0.3275439	0.0855009	0.1025975	0.00722	0.0590902	0.3813604	0.0869988	0.553999	0.3784458	0.344263	0.3498696	0.1334336	0.1312164	0.1511809	0.1163242	0.1631733	0.4118014	0.0858379	0.0981875	0.3206859	0.5444309	0.1677896	0.0291746	0.1535124	0.1164895	0.0575461	0.0807999	0.2054316
Corynebacterium_striatum	0.4280691	0.1201726	0.0352477	0.0827297	0.0525172	0.052066	0.1232299	0.1202068	0.2116908	0.2547316	0.3759801	0.0507535	0.0694003	0.1070616	0.0896871	0.2246939	0.0696464	0.0783453	0.2609858	0.2053005	0.0654365	0.0324605	0.0650653	0.0385951	0.457535	0.0963329	0.1342912	0.3044636	0.0949315	0.1088046	0.1748493	0.1182033	0.2729774	0.4247043	0.8064705	0.0415907	0.3461876	0.107091	0.1423203	0.2347503	0.1194686	0.0436059	0.2511301	0.1719597	0.0378373	0.1395742	0.0639267	0.1249398	0.1223092	0.1085894	0.2281186	0.2749623	0.1109691	0.0347701	0.1548808	0.0104438	0.0266071	0.1273573	0.0572536	0.0889448	0.0188199	0.0672287	0.0553617	0.1446695	1.4501774	0.1111336	0.140519	0.0296966	0.0209996	0.2224199	0.0259673	0.0977856	0.0272274	0.1732459	0.4978789	0.6843512	0.1103706	0.0354379	0.1570314	0.2484633	0.0677818	0.0339109	0.2362989	0.1570758	0.1272975	0.0601695	0.0402342	0.00783	0.1260843	0.2966352	0.0524396	0.018609	0.1085174	0.7513195	0.1450379	0.1650017	0.1000951	0.00412	0.00795	0.1201546	0.0345436	0.1046678	0.1075583	0.0220412	0.0572114	0.0873384	0.1574597	0.1164837	1.4560927	0.153887	0.0751617	0.0914118	0.3240186	0.0885395	0.2230839	0.0754403	0.0318269	0.1701986	0.2759557	0.0238871	0.0868599	0.0537779
Acinetobacter_lwoffii	0.00109	0.0969574	1.6291058	0.3097059	0.0107422	0.0553894	0.0669266	0.1409697	0.1451106	0.049994	0.0964052	0.0183277	0.036146	0.0178436	0.147264	0.0599184	0.0327748	0.5014102	0.0334268	0.0979843	0.2290276	1.3552261	0.0216884	0.0385951	0.2201887	0.0476252	0.1100217	0.00786	0.090804	0.0618693	0.1886532	0.0369385	0.0616401	0.1377135	0.0892165	0.04479	0.3330412	0.1478875	0.4493484	0.2220119	0.2373443	0.00425	0.0103028	0.207591	1.4939199	0.1199159	0.00624	0.119734	4.0667808	0.0822177	0.098051	0.2102653	0.0730429	0.02318	0.0733646	0.0574407	0.0172946	0.1236836	0.3148947	0.00325	0.00886	0.3506796	0.1291773	0.0333853	0.0908695	0.0555668	0.1025098	0.0230974	0.0139997	0.088968	0.00312	0.0148535	0.091583	0.0517488	0.4036059	0.087988	0.0636753	0.00572	0.0460853	0.0140436	0.0120258	0.0758958	0.1367158	0.0887016	0.026157	0.0154722	0.1367962	0.0378235	0.0605205	0.0619835	0.0410397	0.0148872	0.0504732	0.0430225	0.00846	0	0.0125119	0.00103	0.0238634	0.00313	0.0268673	0	0.0358528	0.00735	0.0099	0.00485	0.0196825	0.0148703	0	0.041125	0.0105862	0.00669	0.00196	0.00108	0.0159346	0.0078	0.167091	0.030035	0.0113097	0.0694897	0.01616	0.00753
Roseomonas_sp._FDAARGOS_362	0.0185642	0.0314088	0.00771	0.0265159	0.0346136	0.00443	0.00744	0.00984	0	0.0333294	0.0278504	0.0169178	0.0318085	0.3955332	0.0631131	0.0243418	0.0041	0.0376058	0.0269985	0.00933	0.0588928	0.0162303	0.0135553	0.0520195	0.0285959	0.00325	0.6536582	0.0179757	0.0350834	0.1749408	0.0414117	0.1034279	0.0198129	0.0504599	0.00235	0.0096	0.0306748	0.0344221	0.0431758	0.0254768	0.00956	0.4179784	0.0386354	0.0340821	0.0639319	0.00983	0.024947	0.0650728	0.0244618	0.0248204	0.0200104	0.0242614	0.0604009	0.0103022	0.0203791	0.00313	0.00399	0.0416361	0.0473443	0.0531499	0.00332	0.1798823	0.29694	0.5063432	0.075932	0.1667003	0.0437682	0.052794	0.0035	0.0408772	0.0280447	0.1485351	1.1373622	0.5253625	0.0441904	0.2867757	0.0764104	0.3166547	0.4728011	0.2030917	0.0218651	0.4343824	0.0455719	0.0332631	0.5684791	0.00516	2.3738156	0.0117383	0.1500403	1.2381936	0.0364797	0.0136466	0.00757	0.0629597	0.2562336	0.006	0.1226165	0.00103	0.00114	0.4492738	0.00384	0.076122	0.0424922	0.045132	0.0176035	0.00728	1.7889166	0.00744	0.0336728	0.0835765	0.7124483	0.00669	0.0805137	0.5182802	0.0796728	0.5228792	0.0610015	0.2970132	0.031667	0.0130293	0.0686799	0.0806668
Sphingomonas_melonis	0.1244895	0.2116677	0.0110149	0.0392436	0.00239	0.00111	0.055241	0.0218558	0.0699945	0.014284	0.0364197	0.1043267	0.0390376	4.4727959	0.0188232	0.3726173	0.0184358	0.0360389	0.0244272	0.0466592	0.0523492	0.4057563	0.0433769	0.0956488	0.0629111	0.00649	0.3365369	0.1202126	0.1093776	0.1024044	0.0828234	0.0554078	0.0660429	0.0378449	0.00822	0.0255943	0.0175285	0.0140238	0.0239866	0.0254768	0.0175221	0.0180805	0.00901	0.0201394	0.039142	2.034638	0.0436572	0.028632	0.0428082	0.1473714	0.0640333	0.0512185	0.1559186	0.0553746	0.0285307	0.00522	0.00798	0.3245163	0.0176165	0.00325	0.00111	0.0581438	0.0637498	0.0890274	0.0360988	0.0808244	0.0852328	0.0329962	0.8154837	0.0565067	0.00208	0.0111401	0.1014839	0.0764982	0.0382984	0.087988	0.0127351	0.00343	0.0529128	0.086422	0.00219	0.00323	0.0202542	0.0110877	0.00523	0.00516	0.0422459	0.0013	0.0340428	0.0546045	0.0341997	0.0111654	2.0416404	0.0954889	0.0858141	0.006	0.0250238	0.00103	0.00227	0.035524	0.00768	0.4842205	0.1088862	0.0724212	0.0187037	0.0121303	1.3493417	0.0297405	0.0265301	0.0185726	0.1704371	0.0078	0.039275	0.2213488	0.0292134	0.0065	1.034373	0.0100117	0.0870844	0.00977	0.02222	0.0408712
Corynebacterium_sp._2184	0.5394544	0.1229038	0.00551	0.0169702	0.1169702	0.00332	0.0860485	0.00874	0.0563371	0.2761576	0.3588414	0.0281964	0.080967	0.1486967	0.0675421	0.0187245	0.014339	0.0188029	0.6595356	0.0186637	0.1963094	0.062216	0.048799	0.00336	0.0457535	0.2110664	0.0258875	0.6392612	0.0288922	0.0106671	0.0828234	0.0295508	0.0506329	1.1626807	1.6645928	0.0064	0.1489921	0.00637	0.0127928	0.0327559	0.1083182	0.00425	0.1918891	0.5127808	0.0260947	0.2398317	0.00468	0.0182204	0.033635	0.0124102	0.0220114	0.4879232	0.0210701	0.00644	0.0122274	0.0094	0.0146339	0.0110213	0.0033	0.2906977	0.00443	0.0835817	0.0150986	0.0166926	0.099583	0.2172156	0.0529826	0.00165	0	0.0156295	0.00104	0.00743	0.00495	0.0629985	0.0294603	0.0749527	0.0127351	0.00229	0.0187755	0.0162041	0.00656	0.00484	0.4219623	0.00554	0.0139504	0.00172	0.1730069	0.0013	0.0289994	0.0177096	0.00684	0.00372	0.00252	0.32844	0.0966919	0.0240002	0.040038	0.00103	0.00341	0.029255	0.00384	0.0116298	0.00398	0.0063	0.0044	0.00728	0.3061715	0.0545243	2.7591274	0.0119395	0.1037443	0.0512798	0.0667675	0.00432	0.1354438	0.0052	0.0053	0.00667	0.0429767	0.00326	0.00808	0.0236623
Gardnerella_vaginalis	0.00546	0.0286776	0.0022	0	0	0	0.0116856	0.00328	0	0.00238	0.0107117	0.0253768	0.9354578	0.00149	0.00775	0.0411939	0.00615	0.0109683	0.00257	0.0513251	0.0130873	0.127137	0.2087513	0.0117463	0.014298	0	0.0355952	0.0314575	0.00619	0	0.0046	1.0453605	0.0176114	0.0021	0.0047	0.0016	0.0569676	0.00637	0.0223875	0.0181977	0.00159	0.0244618	0	0.00465	0.1330828	0.0373508	0.00156	0.0039	0.0580969	0.0031	0.0260135	0.00539	0.3483586	0	0.00408	0.00104	0	0.0122459	0.0044	0.00108	0.00111	0.0127189	0.0369078	0	0.3286239	0	0.0103662	0.00165	0.0104998	0.0024	0.00104	0.0198047	0.0643556	0.00225	0.00884	0.8668448	0.00283	0.0297221	0.0102412	0.0205252	0.1464961	0.00161	0	0.00185	0	0.0515739	0.00604	0.0926023	0.0189126	0.0265643	1.871865	0.00868	0.3457413	0.0199373	0.00242	0.0015	0	0.00206	0.00909	0	0.00512	0.012687	0.00266	0	0	0.00243	0	15.7575157	0.00408	0.00265	0.00423	0	0.00196	0.00108	0.0478037	0	0.2201358	1.1513432	0.00113	0.4277959	0.2827997	0
Corynebacterium_urealyticum	0.0360364	0.00546	0.00661	0.00318	0.0155165	0.00775	0.0435554	0.0109279	0.0324365	0.049994	0.1820986	0.015508	0.0260251	0.0193306	0.0586841	0.0318316	0.00819	0.0203698	0.093852	0.0233296	0.0458055	0.0108202	0.0108442	0.0100683	5.9565342	0.0227302	0.0275054	0.0966194	0.0309559	0.0064	0.0736208	0.0295508	0.0352229	0.1618922	0.40617	0.0096	0.0569676	0.0662944	0.015991	0.0436745	0.0270796	0.00957	0.0231812	0.0821069	0.0182663	0.0216242	0.00936	0.0195218	0.1223092	0.0263717	0.0360187	0.0700884	0.0337121	0.00644	0.0203791	0.00209	0.00399	0.0293902	0.0033	0.0466418	0.00332	0.0690457	0.0251644	0.0500779	1.6717495	0	0.1704657	0.0181479	0	0.0264499	0.00519	0.0185669	0.00743	0.0326242	0.0707047	0.723457	0.0198101	0.00343	0.037551	0.1793257	0.00875	0.00484	0.0354448	0.0221754	0.0156942	0.0361017	0.034199	0.00261	0.1437361	0.2582645	0.0113999	0.0173684	0.00252	1.6705317	0.0507633	0.0180002	0.0300285	0.00103	0.00114	0.8713823	0.0115145	0.152244	0.0146067	0.0021	0.0055	0.0097	0.0415519	0.0272621	1.2816065	0.0212258	0.0434032	0.0178364	0.1296074	0.0280735	0.0876401	0.0117063	0.0053	0.0233606	0.2963131	0.00217	0.01212	0.0150578
